SEASON,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,IS_HOME,WL,PTS,PLUS_MINUS
2017-18,CHA,0021700270,2017-11-24,CHA @ CLE,False,L,99,-1
2017-18,PHX,0021700275,2017-11-24,PHX vs. NOP,True,L,91,-24
2017-18,GSW,0021700276,2017-11-24,GSW vs. CHI,True,W,143,49
2017-18,MEM,0021700274,2017-11-24,MEM @ DEN,False,L,92,-12
2017-18,CHI,0021700276,2017-11-24,CHI @ GSW,False,L,94,-49
2017-18,DET,0021700273,2017-11-24,DET @ OKC,False,W,99,1
2017-18,IND,0021700271,2017-11-24,IND vs. TOR,True,W,107,3
2017-18,DEN,0021700274,2017-11-24,DEN vs. MEM,True,W,104,12
2017-18,OKC,0021700273,2017-11-24,OKC vs. DET,True,L,98,-1
2017-18,CLE,0021700270,2017-11-24,CLE vs. CHA,True,W,100,1
2017-18,UTA,0021700285,2017-11-25,UTA vs. MIL,True,W,121,13
2017-18,HOU,0021700282,2017-11-25,HOU vs. NYK,True,W,117,15
2017-18,PHI,0021700278,2017-11-25,PHI vs. ORL,True,W,130,19
2017-18,BOS,0021700281,2017-11-25,BOS @ IND,False,W,108,10
2017-18,ORL,0021700278,2017-11-25,ORL @ PHI,False,L,111,-19
2017-18,WAS,0021700279,2017-11-25,WAS vs. POR,True,L,105,-3
2017-18,LAC,0021700286,2017-11-25,LAC @ SAC,False,W,97,2
2017-18,CHA,0021700277,2017-11-25,CHA vs. SAS,True,L,86,-20
2017-18,TOR,0021700280,2017-11-25,TOR @ ATL,False,W,112,34
2017-18,IND,0021700281,2017-11-25,IND vs. BOS,True,L,98,-10
2017-18,GSW,0021700284,2017-11-25,GSW vs. NOP,True,W,110,15
2017-18,OKC,0021700283,2017-11-25,OKC @ DAL,False,L,81,-16
2017-18,NOP,0021700284,2017-11-25,NOP @ GSW,False,L,95,-15
2017-18,NYK,0021700282,2017-11-25,NYK @ HOU,False,L,102,-15
2017-18,SAC,0021700286,2017-11-25,SAC vs. LAC,True,L,95,-2
2017-18,DAL,0021700283,2017-11-25,DAL vs. OKC,True,W,97,16
2017-18,ATL,0021700280,2017-11-25,ATL vs. TOR,True,L,78,-34
2017-18,MIL,0021700285,2017-11-25,MIL @ UTA,False,L,108,-13
2017-18,POR,0021700279,2017-11-25,POR @ WAS,False,W,108,3
2017-18,SAS,0021700277,2017-11-25,SAS @ CHA,False,W,106,20
2017-18,CHI,0021700287,2017-11-26,CHI vs. MIA,True,L,93,-7
2017-18,PHX,0021700288,2017-11-26,PHX @ MIN,False,L,108,-11
2017-18,MEM,0021700289,2017-11-26,MEM vs. BKN,True,L,88,-10
2017-18,MIN,0021700288,2017-11-26,MIN vs. PHX,True,W,119,11
2017-18,MIA,0021700287,2017-11-26,MIA @ CHI,False,W,100,7
2017-18,BKN,0021700289,2017-11-26,BKN @ MEM,False,W,98,10
2017-18,LAC,0021700297,2017-11-27,LAC vs. LAL,True,W,120,5
2017-18,HOU,0021700294,2017-11-27,HOU vs. BKN,True,W,117,14
2017-18,POR,0021700293,2017-11-27,POR @ NYK,False,W,103,12
2017-18,IND,0021700290,2017-11-27,IND vs. ORL,True,W,121,12
2017-18,ORL,0021700290,2017-11-27,ORL @ IND,False,L,109,-12
2017-18,CLE,0021700291,2017-11-27,CLE @ PHI,False,W,113,22
2017-18,NYK,0021700293,2017-11-27,NYK vs. POR,True,L,91,-12
2017-18,GSW,0021700296,2017-11-27,GSW vs. SAC,True,L,106,-4
2017-18,DAL,0021700295,2017-11-27,DAL @ SAS,False,L,108,-7
2017-18,DET,0021700292,2017-11-27,DET @ BOS,False,W,118,10
2017-18,PHI,0021700291,2017-11-27,PHI vs. CLE,True,L,91,-22
2017-18,SAS,0021700295,2017-11-27,SAS vs. DAL,True,W,115,7
2017-18,SAC,0021700296,2017-11-27,SAC @ GSW,False,W,110,4
2017-18,BKN,0021700294,2017-11-27,BKN @ HOU,False,L,103,-14
2017-18,LAL,0021700297,2017-11-27,LAL @ LAC,False,L,115,-5
2017-18,BOS,0021700292,2017-11-27,BOS vs. DET,True,L,108,-10
2017-18,CLE,0021700298,2017-11-28,CLE vs. MIA,True,W,108,11
2017-18,SAC,0021700302,2017-11-28,SAC vs. MIL,True,L,87,-25
2017-18,WAS,0021700300,2017-11-28,WAS @ MIN,False,W,92,3
2017-18,CHI,0021700299,2017-11-28,CHI vs. PHX,True,L,99,-5
2017-18,MIL,0021700302,2017-11-28,MIL @ SAC,False,W,112,25
2017-18,MIA,0021700298,2017-11-28,MIA @ CLE,False,L,97,-11
2017-18,PHX,0021700299,2017-11-28,PHX @ CHI,False,W,104,5
2017-18,UTA,0021700301,2017-11-28,UTA vs. DEN,True,W,106,29
2017-18,DEN,0021700301,2017-11-28,DEN @ UTA,False,L,77,-29
2017-18,MIN,0021700300,2017-11-28,MIN vs. WAS,True,L,89,-3
2017-18,GSW,0021700312,2017-11-29,GSW @ LAL,False,W,127,4
2017-18,NYK,0021700306,2017-11-29,NYK vs. MIA,True,W,115,29
2017-18,NOP,0021700309,2017-11-29,NOP vs. MIN,True,L,102,-18
2017-18,DAL,0021700310,2017-11-29,DAL vs. BKN,True,L,104,-5
2017-18,MIA,0021700306,2017-11-29,MIA @ NYK,False,L,86,-29
2017-18,OKC,0021700304,2017-11-29,OKC @ ORL,False,L,108,-13
2017-18,HOU,0021700308,2017-11-29,HOU vs. IND,True,W,118,21
2017-18,WAS,0021700305,2017-11-29,WAS @ PHI,False,L,113,-5
2017-18,DET,0021700303,2017-11-29,DET vs. PHX,True,W,131,24
2017-18,MEM,0021700311,2017-11-29,MEM @ SAS,False,L,95,-9
2017-18,MIN,0021700309,2017-11-29,MIN @ NOP,False,W,120,18
2017-18,BKN,0021700310,2017-11-29,BKN @ DAL,False,W,109,5
2017-18,LAL,0021700312,2017-11-29,LAL vs. GSW,True,L,123,-4
2017-18,IND,0021700308,2017-11-29,IND @ HOU,False,L,97,-21
2017-18,ORL,0021700304,2017-11-29,ORL vs. OKC,True,W,121,13
2017-18,CHA,0021700307,2017-11-29,CHA @ TOR,False,L,113,-13
2017-18,SAS,0021700311,2017-11-29,SAS vs. MEM,True,W,104,9
2017-18,PHI,0021700305,2017-11-29,PHI vs. WAS,True,W,118,5
2017-18,PHX,0021700303,2017-11-29,PHX @ DET,False,L,107,-24
2017-18,TOR,0021700307,2017-11-29,TOR vs. CHA,True,W,126,13
2017-18,POR,0021700316,2017-11-30,POR vs. MIL,True,L,91,-12
2017-18,BOS,0021700314,2017-11-30,BOS vs. PHI,True,W,108,11
2017-18,MIL,0021700316,2017-11-30,MIL @ POR,False,W,103,12
2017-18,CLE,0021700313,2017-11-30,CLE @ ATL,False,W,121,7
2017-18,PHI,0021700314,2017-11-30,PHI @ BOS,False,L,97,-11
2017-18,ATL,0021700313,2017-11-30,ATL vs. CLE,True,L,114,-7
2017-18,DEN,0021700315,2017-11-30,DEN vs. CHI,True,W,111,1
2017-18,CHI,0021700315,2017-11-30,CHI @ DEN,False,L,110,-1
2017-18,UTA,0021700317,2017-11-30,UTA @ LAC,False,W,126,19
2017-18,LAC,0021700317,2017-11-30,LAC vs. UTA,True,L,107,-19
2017-18,CHA,0021700321,2017-12-01,CHA @ MIA,False,L,100,-5
2017-18,OKC,0021700324,2017-12-01,OKC vs. MIN,True,W,111,4
2017-18,GSW,0021700318,2017-12-01,GSW @ ORL,False,W,133,21
2017-18,TOR,0021700319,2017-12-01,TOR vs. IND,True,W,120,5
2017-18,CHI,0021700322,2017-12-01,CHI vs. SAC,True,L,106,-1
2017-18,MEM,0021700323,2017-12-01,MEM vs. SAS,True,L,79,-16
2017-18,UTA,0021700325,2017-12-01,UTA vs. NOP,True,W,114,6
2017-18,SAC,0021700322,2017-12-01,SAC @ CHI,False,W,107,1
2017-18,ORL,0021700318,2017-12-01,ORL vs. GSW,True,L,112,-21
2017-18,MIN,0021700324,2017-12-01,MIN @ OKC,False,L,107,-4
2017-18,IND,0021700319,2017-12-01,IND @ TOR,False,L,115,-5
2017-18,NOP,0021700325,2017-12-01,NOP @ UTA,False,L,108,-6
2017-18,SAS,0021700323,2017-12-01,SAS @ MEM,False,W,95,16
2017-18,DET,0021700320,2017-12-01,DET @ WAS,False,L,91,-18
2017-18,WAS,0021700320,2017-12-01,WAS vs. DET,True,W,109,18
2017-18,MIA,0021700321,2017-12-01,MIA vs. CHA,True,W,105,5
2017-18,DEN,0021700332,2017-12-02,DEN vs. LAL,True,W,115,15
2017-18,SAC,0021700331,2017-12-02,SAC @ MIL,False,L,104,-5
2017-18,ATL,0021700328,2017-12-02,ATL @ BKN,False,W,114,12
2017-18,DET,0021700330,2017-12-02,DET @ PHI,False,L,103,-5
2017-18,BOS,0021700326,2017-12-02,BOS vs. PHX,True,W,116,5
2017-18,NOP,0021700333,2017-12-02,NOP @ POR,False,W,123,7
2017-18,MIL,0021700331,2017-12-02,MIL vs. SAC,True,W,109,5
2017-18,BKN,0021700328,2017-12-02,BKN vs. ATL,True,L,102,-12
2017-18,PHX,0021700326,2017-12-02,PHX @ BOS,False,L,111,-5
2017-18,MEM,0021700329,2017-12-02,MEM @ CLE,False,L,111,-5
2017-18,POR,0021700333,2017-12-02,POR vs. NOP,True,L,116,-7
2017-18,LAC,0021700327,2017-12-02,LAC @ DAL,False,L,82,-26
2017-18,LAL,0021700332,2017-12-02,LAL @ DEN,False,L,100,-15
2017-18,DAL,0021700327,2017-12-02,DAL vs. LAC,True,W,108,26
2017-18,CLE,0021700329,2017-12-02,CLE vs. MEM,True,W,116,5
2017-18,PHI,0021700330,2017-12-02,PHI vs. DET,True,W,108,5
2017-18,HOU,0021700338,2017-12-03,HOU @ LAL,False,W,118,23
2017-18,GSW,0021700335,2017-12-03,GSW @ MIA,False,W,123,28
2017-18,LAC,0021700336,2017-12-03,LAC @ MIN,False,L,106,-6
2017-18,ORL,0021700334,2017-12-03,ORL @ NYK,False,W,105,5
2017-18,NYK,0021700334,2017-12-03,NYK vs. ORL,True,L,100,-5
2017-18,OKC,0021700337,2017-12-03,OKC vs. SAS,True,W,90,3
2017-18,MIA,0021700335,2017-12-03,MIA vs. GSW,True,L,95,-28
2017-18,LAL,0021700338,2017-12-03,LAL vs. HOU,True,L,95,-23
2017-18,MIN,0021700336,2017-12-03,MIN vs. LAC,True,W,112,6
2017-18,SAS,0021700337,2017-12-03,SAS @ OKC,False,L,87,-3
2017-18,BOS,0021700343,2017-12-04,BOS vs. MIL,True,W,111,11
2017-18,MEM,0021700345,2017-12-04,MEM vs. MIN,True,W,95,3
2017-18,ATL,0021700342,2017-12-04,ATL vs. BKN,True,L,90,-20
2017-18,IND,0021700340,2017-12-04,IND vs. NYK,True,W,115,18
2017-18,CHA,0021700339,2017-12-04,CHA vs. ORL,True,W,104,10
2017-18,NYK,0021700340,2017-12-04,NYK @ IND,False,L,97,-18
2017-18,PHX,0021700341,2017-12-04,PHX @ PHI,False,W,115,14
2017-18,PHI,0021700341,2017-12-04,PHI vs. PHX,True,L,101,-14
2017-18,DET,0021700348,2017-12-04,DET @ SAS,False,L,93,-3
2017-18,BKN,0021700342,2017-12-04,BKN @ ATL,False,W,110,20
2017-18,MIL,0021700343,2017-12-04,MIL @ BOS,False,L,100,-11
2017-18,CHI,0021700344,2017-12-04,CHI vs. CLE,True,L,91,-22
2017-18,GSW,0021700346,2017-12-04,GSW @ NOP,False,W,125,10
2017-18,CLE,0021700344,2017-12-04,CLE @ CHI,False,W,113,22
2017-18,DEN,0021700347,2017-12-04,DEN @ DAL,False,L,105,-17
2017-18,DAL,0021700347,2017-12-04,DAL vs. DEN,True,W,122,17
2017-18,NOP,0021700346,2017-12-04,NOP vs. GSW,True,L,115,-10
2017-18,WAS,0021700349,2017-12-04,WAS @ UTA,False,L,69,-47
2017-18,MIN,0021700345,2017-12-04,MIN @ MEM,False,L,92,-3
2017-18,UTA,0021700349,2017-12-04,UTA vs. WAS,True,W,116,47
2017-18,SAS,0021700348,2017-12-04,SAS vs. DET,True,W,96,3
2017-18,ORL,0021700339,2017-12-04,ORL @ CHA,False,L,94,-10
2017-18,TOR,0021700350,2017-12-05,TOR vs. PHX,True,W,126,13
2017-18,WAS,0021700352,2017-12-05,WAS @ POR,False,W,106,14
2017-18,UTA,0021700351,2017-12-05,UTA @ OKC,False,L,94,-6
2017-18,PHX,0021700350,2017-12-05,PHX @ TOR,False,L,113,-13
2017-18,OKC,0021700351,2017-12-05,OKC vs. UTA,True,W,100,6
2017-18,POR,0021700352,2017-12-05,POR vs. WAS,True,L,92,-14
2017-18,SAS,0021700361,2017-12-06,SAS vs. MIA,True,W,117,12
2017-18,DET,0021700359,2017-12-06,DET @ MIL,False,L,100,-4
2017-18,LAC,0021700362,2017-12-06,LAC vs. MIN,True,L,107,-6
2017-18,MEM,0021700357,2017-12-06,MEM @ NYK,False,L,88,-11
2017-18,ATL,0021700355,2017-12-06,ATL @ ORL,False,L,106,-4
2017-18,CHI,0021700354,2017-12-06,CHI @ IND,False,L,96,-2
2017-18,CLE,0021700353,2017-12-06,CLE vs. SAC,True,W,101,6
2017-18,MIA,0021700361,2017-12-06,MIA @ SAS,False,L,105,-12
2017-18,ORL,0021700355,2017-12-06,ORL vs. ATL,True,W,110,4
2017-18,DAL,0021700356,2017-12-06,DAL @ BOS,False,L,90,-7
2017-18,SAC,0021700353,2017-12-06,SAC @ CLE,False,L,95,-6
2017-18,DEN,0021700360,2017-12-06,DEN @ NOP,False,L,114,-9
2017-18,IND,0021700354,2017-12-06,IND vs. CHI,True,W,98,2
2017-18,BOS,0021700356,2017-12-06,BOS vs. DAL,True,W,97,7
2017-18,NOP,0021700360,2017-12-06,NOP vs. DEN,True,W,123,9
2017-18,CHA,0021700358,2017-12-06,CHA vs. GSW,True,L,87,-14
2017-18,MIN,0021700362,2017-12-06,MIN @ LAC,False,W,113,6
2017-18,NYK,0021700357,2017-12-06,NYK vs. MEM,True,W,99,11
2017-18,MIL,0021700359,2017-12-06,MIL vs. DET,True,W,104,4
2017-18,GSW,0021700358,2017-12-06,GSW @ CHA,False,W,101,14
2017-18,PHI,0021700363,2017-12-07,PHI vs. LAL,True,L,104,-3
2017-18,OKC,0021700365,2017-12-07,OKC @ BKN,False,L,95,-5
2017-18,LAL,0021700363,2017-12-07,LAL @ PHI,False,W,107,3
2017-18,WAS,0021700364,2017-12-07,WAS @ PHX,False,W,109,10
2017-18,UTA,0021700366,2017-12-07,UTA vs. HOU,True,L,101,-11
2017-18,BKN,0021700365,2017-12-07,BKN vs. OKC,True,W,100,5
2017-18,HOU,0021700366,2017-12-07,HOU @ UTA,False,W,112,11
2017-18,PHX,0021700364,2017-12-07,PHX vs. WAS,True,L,99,-10
2017-18,DAL,0021700372,2017-12-08,DAL @ MIL,False,L,102,-7
2017-18,DEN,0021700370,2017-12-08,DEN @ ORL,False,W,103,14
2017-18,CLE,0021700369,2017-12-08,CLE @ IND,False,L,102,-4
2017-18,NOP,0021700373,2017-12-08,NOP vs. SAC,True,L,109,-7
2017-18,BOS,0021700374,2017-12-08,BOS @ SAS,False,L,102,-3
2017-18,SAS,0021700374,2017-12-08,SAS vs. BOS,True,W,105,3
2017-18,IND,0021700369,2017-12-08,IND vs. CLE,True,W,106,4
2017-18,SAC,0021700373,2017-12-08,SAC @ NOP,False,W,116,7
2017-18,CHA,0021700367,2017-12-08,CHA vs. CHI,True,L,111,-8
2017-18,MIL,0021700372,2017-12-08,MIL vs. DAL,True,W,109,7
2017-18,ORL,0021700370,2017-12-08,ORL vs. DEN,True,L,89,-14
2017-18,DET,0021700368,2017-12-08,DET vs. GSW,True,L,98,-4
2017-18,MEM,0021700371,2017-12-08,MEM vs. TOR,True,L,107,-9
2017-18,TOR,0021700371,2017-12-08,TOR @ MEM,False,W,116,9
2017-18,GSW,0021700368,2017-12-08,GSW @ DET,False,W,102,4
2017-18,CHI,0021700367,2017-12-08,CHI @ CHA,False,W,119,8
2017-18,CHA,0021700377,2017-12-09,CHA vs. LAL,True,L,99,-11
2017-18,BKN,0021700376,2017-12-09,BKN vs. MIA,True,L,89,-12
2017-18,UTA,0021700381,2017-12-09,UTA @ MIL,False,L,100,-17
2017-18,MIA,0021700376,2017-12-09,MIA @ BKN,False,W,101,12
2017-18,CHI,0021700380,2017-12-09,CHI vs. NYK,True,W,104,2
2017-18,ATL,0021700378,2017-12-09,ATL vs. ORL,True,W,117,7
2017-18,CLE,0021700379,2017-12-09,CLE vs. PHI,True,W,105,7
2017-18,SAS,0021700383,2017-12-09,SAS @ PHX,False,W,104,3
2017-18,HOU,0021700384,2017-12-09,HOU @ POR,False,W,124,7
2017-18,PHX,0021700383,2017-12-09,PHX vs. SAS,True,L,101,-3
2017-18,ORL,0021700378,2017-12-09,ORL @ ATL,False,L,110,-7
2017-18,PHI,0021700379,2017-12-09,PHI @ CLE,False,L,98,-7
2017-18,NYK,0021700380,2017-12-09,NYK @ CHI,False,L,102,-2
2017-18,POR,0021700384,2017-12-09,POR vs. HOU,True,L,117,-7
2017-18,WAS,0021700375,2017-12-09,WAS @ LAC,False,L,112,-1
2017-18,MEM,0021700382,2017-12-09,MEM vs. OKC,True,L,101,-1
2017-18,MIL,0021700381,2017-12-09,MIL vs. UTA,True,W,117,17
2017-18,OKC,0021700382,2017-12-09,OKC @ MEM,False,W,102,1
2017-18,LAC,0021700375,2017-12-09,LAC vs. WAS,True,W,113,1
2017-18,LAL,0021700377,2017-12-09,LAL @ CHA,False,W,110,11
2017-18,DAL,0021700388,2017-12-10,DAL @ MIN,False,L,92,-5
2017-18,ATL,0021700390,2017-12-10,ATL @ NYK,False,L,107,-4
2017-18,DEN,0021700387,2017-12-10,DEN @ IND,False,L,116,-10
2017-18,NOP,0021700389,2017-12-10,NOP vs. PHI,True,W,131,7
2017-18,TOR,0021700385,2017-12-10,TOR @ SAC,False,W,102,15
2017-18,NYK,0021700390,2017-12-10,NYK vs. ATL,True,W,111,4
2017-18,DET,0021700386,2017-12-10,DET vs. BOS,True,L,81,-10
2017-18,PHI,0021700389,2017-12-10,PHI @ NOP,False,L,124,-7
2017-18,MIN,0021700388,2017-12-10,MIN vs. DAL,True,W,97,5
2017-18,IND,0021700387,2017-12-10,IND vs. DEN,True,W,126,10
2017-18,SAC,0021700385,2017-12-10,SAC vs. TOR,True,L,87,-15
2017-18,BOS,0021700386,2017-12-10,BOS @ DET,False,W,91,10
2017-18,MEM,0021700393,2017-12-11,MEM vs. MIA,True,L,82,-25
2017-18,GSW,0021700395,2017-12-11,GSW vs. POR,True,W,111,7
2017-18,CHI,0021700391,2017-12-11,CHI vs. BOS,True,W,108,23
2017-18,HOU,0021700392,2017-12-11,HOU vs. NOP,True,W,130,7
2017-18,BOS,0021700391,2017-12-11,BOS @ CHI,False,L,85,-23
2017-18,POR,0021700395,2017-12-11,POR @ GSW,False,L,104,-7
2017-18,NOP,0021700392,2017-12-11,NOP @ HOU,False,L,123,-7
2017-18,TOR,0021700396,2017-12-11,TOR @ LAC,False,L,91,-5
2017-18,CHA,0021700394,2017-12-11,CHA @ OKC,False,W,116,13
2017-18,LAC,0021700396,2017-12-11,LAC vs. TOR,True,W,96,5
2017-18,MIA,0021700393,2017-12-11,MIA @ MEM,False,W,107,25
2017-18,OKC,0021700394,2017-12-11,OKC vs. CHA,True,L,103,-13
2017-18,NYK,0021700399,2017-12-12,NYK vs. LAL,True,W,113,4
2017-18,PHI,0021700401,2017-12-12,PHI @ MIN,False,W,118,6
2017-18,WAS,0021700400,2017-12-12,WAS @ BKN,False,L,98,-5
2017-18,LAL,0021700399,2017-12-12,LAL @ NYK,False,L,109,-4
2017-18,MIN,0021700401,2017-12-12,MIN vs. PHI,True,L,112,-6
2017-18,SAC,0021700403,2017-12-12,SAC vs. PHX,True,W,99,7
2017-18,PHX,0021700403,2017-12-12,PHX @ SAC,False,L,92,-7
2017-18,DAL,0021700402,2017-12-12,DAL vs. SAS,True,W,95,6
2017-18,CLE,0021700397,2017-12-12,CLE vs. ATL,True,W,123,9
2017-18,ATL,0021700397,2017-12-12,ATL @ CLE,False,L,114,-9
2017-18,SAS,0021700402,2017-12-12,SAS @ DAL,False,L,89,-6
2017-18,DET,0021700398,2017-12-12,DET vs. DEN,True,L,84,-19
2017-18,BKN,0021700400,2017-12-12,BKN vs. WAS,True,W,103,5
2017-18,DEN,0021700398,2017-12-12,DEN @ DET,False,W,103,19
2017-18,POR,0021700408,2017-12-13,POR @ MIA,False,W,102,7
2017-18,NOP,0021700410,2017-12-13,NOP vs. MIL,True,W,115,7
2017-18,LAC,0021700405,2017-12-13,LAC @ ORL,False,W,106,11
2017-18,OKC,0021700404,2017-12-13,OKC @ IND,False,W,100,5
2017-18,TOR,0021700411,2017-12-13,TOR @ PHX,False,W,115,6
2017-18,MIA,0021700408,2017-12-13,MIA vs. POR,True,L,95,-7
2017-18,DEN,0021700407,2017-12-13,DEN @ BOS,False,L,118,-6
2017-18,MIL,0021700410,2017-12-13,MIL @ NOP,False,L,108,-7
2017-18,UTA,0021700409,2017-12-13,UTA @ CHI,False,L,100,-3
2017-18,BOS,0021700407,2017-12-13,BOS vs. DEN,True,W,124,6
2017-18,CHA,0021700412,2017-12-13,CHA @ HOU,False,L,96,-12
2017-18,ORL,0021700405,2017-12-13,ORL vs. LAC,True,L,95,-11
2017-18,IND,0021700404,2017-12-13,IND vs. OKC,True,L,95,-5
2017-18,PHX,0021700411,2017-12-13,PHX vs. TOR,True,L,109,-6
2017-18,CHI,0021700409,2017-12-13,CHI vs. UTA,True,W,103,3
2017-18,WAS,0021700406,2017-12-13,WAS vs. MEM,True,W,93,6
2017-18,MEM,0021700406,2017-12-13,MEM @ WAS,False,L,87,-6
2017-18,HOU,0021700412,2017-12-13,HOU vs. CHA,True,W,108,12
2017-18,CLE,0021700415,2017-12-14,CLE vs. LAL,True,W,121,9
2017-18,SAC,0021700416,2017-12-14,SAC @ MIN,False,L,96,-23
2017-18,NYK,0021700414,2017-12-14,NYK @ BKN,False,W,111,7
2017-18,BKN,0021700414,2017-12-14,BKN vs. NYK,True,L,104,-7
2017-18,MIN,0021700416,2017-12-14,MIN vs. SAC,True,W,119,23
2017-18,DET,0021700413,2017-12-14,DET @ ATL,False,W,105,14
2017-18,LAL,0021700415,2017-12-14,LAL @ CLE,False,L,112,-9
2017-18,GSW,0021700417,2017-12-14,GSW vs. DAL,True,W,112,15
2017-18,DAL,0021700417,2017-12-14,DAL @ GSW,False,L,97,-15
2017-18,ATL,0021700413,2017-12-14,ATL vs. DET,True,L,91,-14
2017-18,CHA,0021700418,2017-12-15,CHA vs. MIA,True,L,98,-6
2017-18,CHI,0021700426,2017-12-15,CHI @ MIL,False,W,115,6
2017-18,TOR,0021700424,2017-12-15,TOR vs. BKN,True,W,120,33
2017-18,POR,0021700420,2017-12-15,POR @ ORL,False,W,95,7
2017-18,DET,0021700419,2017-12-15,DET @ IND,False,W,104,6
2017-18,OKC,0021700421,2017-12-15,OKC @ PHI,False,W,119,2
2017-18,ORL,0021700420,2017-12-15,ORL vs. POR,True,L,88,-7
2017-18,HOU,0021700428,2017-12-15,HOU vs. SAS,True,W,124,15
2017-18,MEM,0021700425,2017-12-15,MEM vs. ATL,True,W,96,2
2017-18,UTA,0021700423,2017-12-15,UTA @ BOS,False,W,107,12
2017-18,DEN,0021700427,2017-12-15,DEN vs. NOP,True,W,117,6
2017-18,MIL,0021700426,2017-12-15,MIL vs. CHI,True,L,109,-6
2017-18,NOP,0021700427,2017-12-15,NOP @ DEN,False,L,111,-6
2017-18,SAS,0021700428,2017-12-15,SAS @ HOU,False,L,109,-15
2017-18,WAS,0021700422,2017-12-15,WAS vs. LAC,True,W,100,9
2017-18,PHI,0021700421,2017-12-15,PHI vs. OKC,True,L,117,-2
2017-18,BKN,0021700424,2017-12-15,BKN @ TOR,False,L,87,-33
2017-18,BOS,0021700423,2017-12-15,BOS vs. UTA,True,L,95,-12
2017-18,ATL,0021700425,2017-12-15,ATL @ MEM,False,L,94,-2
2017-18,LAC,0021700422,2017-12-15,LAC @ WAS,False,L,91,-9
2017-18,IND,0021700419,2017-12-15,IND vs. DET,True,L,98,-6
2017-18,MIA,0021700418,2017-12-15,MIA @ CHA,False,W,104,6
2017-18,LAC,0021700432,2017-12-16,LAC @ MIA,False,L,85,-5
2017-18,HOU,0021700433,2017-12-16,HOU vs. MIL,True,W,115,4
2017-18,PHX,0021700434,2017-12-16,PHX @ MIN,False,W,108,2
2017-18,OKC,0021700431,2017-12-16,OKC @ NYK,False,L,96,-15
2017-18,MIN,0021700434,2017-12-16,MIN vs. PHX,True,L,106,-2
2017-18,CHA,0021700429,2017-12-16,CHA vs. POR,True,L,91,-2
2017-18,DAL,0021700435,2017-12-16,DAL @ SAS,False,L,96,-2
2017-18,MEM,0021700436,2017-12-16,MEM vs. BOS,True,L,93,-9
2017-18,UTA,0021700430,2017-12-16,UTA @ CLE,False,L,100,-9
2017-18,SAS,0021700435,2017-12-16,SAS vs. DAL,True,W,98,2
2017-18,MIL,0021700433,2017-12-16,MIL @ HOU,False,L,111,-4
2017-18,MIA,0021700432,2017-12-16,MIA vs. LAC,True,W,90,5
2017-18,NYK,0021700431,2017-12-16,NYK vs. OKC,True,W,111,15
2017-18,CLE,0021700430,2017-12-16,CLE vs. UTA,True,W,109,9
2017-18,BOS,0021700436,2017-12-16,BOS @ MEM,False,W,102,9
2017-18,POR,0021700429,2017-12-16,POR @ CHA,False,W,93,2
2017-18,IND,0021700439,2017-12-17,IND @ BKN,False,W,109,12
2017-18,DET,0021700438,2017-12-17,DET vs. ORL,True,W,114,4
2017-18,BKN,0021700439,2017-12-17,BKN vs. IND,True,L,97,-12
2017-18,TOR,0021700437,2017-12-17,TOR vs. SAC,True,W,108,15
2017-18,WAS,0021700440,2017-12-17,WAS vs. CLE,True,L,99,-7
2017-18,SAC,0021700437,2017-12-17,SAC @ TOR,False,L,93,-15
2017-18,CLE,0021700440,2017-12-17,CLE @ WAS,False,W,106,7
2017-18,ORL,0021700438,2017-12-17,ORL @ DET,False,L,110,-4
2017-18,GSW,0021700450,2017-12-18,GSW @ LAL,False,W,116,2
2017-18,ATL,0021700443,2017-12-18,ATL vs. MIA,True,W,110,6
2017-18,POR,0021700446,2017-12-18,POR @ MIN,False,L,107,-1
2017-18,CHA,0021700441,2017-12-18,CHA vs. NYK,True,W,109,18
2017-18,BOS,0021700442,2017-12-18,BOS @ IND,False,W,112,1
2017-18,CHI,0021700444,2017-12-18,CHI vs. PHI,True,W,117,2
2017-18,DAL,0021700448,2017-12-18,DAL vs. PHX,True,L,91,-6
2017-18,MIN,0021700446,2017-12-18,MIN vs. POR,True,W,108,1
2017-18,LAC,0021700449,2017-12-18,LAC @ SAS,False,L,91,-18
2017-18,MIA,0021700443,2017-12-18,MIA @ ATL,False,L,104,-6
2017-18,IND,0021700442,2017-12-18,IND vs. BOS,True,L,111,-1
2017-18,PHI,0021700444,2017-12-18,PHI @ CHI,False,L,115,-2
2017-18,PHX,0021700448,2017-12-18,PHX @ DAL,False,W,97,6
2017-18,OKC,0021700447,2017-12-18,OKC vs. DEN,True,W,95,1
2017-18,LAL,0021700450,2017-12-18,LAL vs. GSW,True,L,114,-2
2017-18,UTA,0021700445,2017-12-18,UTA @ HOU,False,L,99,-21
2017-18,SAS,0021700449,2017-12-18,SAS vs. LAC,True,W,109,18
2017-18,DEN,0021700447,2017-12-18,DEN @ OKC,False,L,94,-1
2017-18,HOU,0021700445,2017-12-18,HOU vs. UTA,True,W,120,21
2017-18,NYK,0021700441,2017-12-18,NYK @ CHA,False,L,91,-18
2017-18,CLE,0021700453,2017-12-19,CLE @ MIL,False,L,116,-3
2017-18,SAC,0021700451,2017-12-19,SAC @ PHI,False,W,101,6
