season,Date,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,ht_leader,ft_result,outcome_vs_ht_leader
1718,30/12/2017,Huddersfield,Burnley,0,0,0,0,Level,Level,
1718,30/12/2017,Liverpool,Leicester,0,1,2,1,Away,Home,trailing_team_won
1718,30/12/2017,Man United,Southampton,0,0,0,0,Level,Level,
1718,30/12/2017,Newcastle,Brighton,0,0,0,0,Level,Level,
1718,30/12/2017,Watford,Swansea,1,0,1,2,Home,Away,trailing_team_won
1718,31/12/2017,Crystal Palace,Man City,0,0,0,0,Level,Level,
1718,31/12/2017,West Brom,Arsenal,0,0,1,1,Level,Level,
1718,01/01/2018,Brighton,Bournemouth,1,1,2,2,Level,Level,
1718,01/01/2018,Burnley,Liverpool,0,0,1,2,Level,Away,
1718,01/01/2018,Everton,Man United,0,0,0,2,Level,Away,
1718,01/01/2018,Leicester,Huddersfield,0,0,3,0,Level,Home,
1718,01/01/2018,Stoke,Newcastle,0,0,0,1,Level,Away,
1718,02/01/2018,Man City,Watford,2,0,3,1,Home,Home,leader_won
1718,02/01/2018,Southampton,Crystal Palace,1,0,1,2,Home,Away,trailing_team_won
1718,02/01/2018,Swansea,Tottenham,0,1,0,2,Away,Away,leader_won
1718,02/01/2018,West Ham,West Brom,0,1,2,1,Away,Home,trailing_team_won
1718,03/01/2018,Arsenal,Chelsea,0,0,2,2,Level,Level,
1718,04/01/2018,Tottenham,West Ham,0,0,1,1,Level,Level,
1718,13/01/2018,Chelsea,Leicester,0,0,0,0,Level,Level,
1718,13/01/2018,Crystal Palace,Burnley,1,0,1,0,Home,Home,leader_won
1718,13/01/2018,Huddersfield,West Ham,1,1,1,4,Level,Away,
1718,13/01/2018,Newcastle,Swansea,0,0,1,1,Level,Level,
1718,13/01/2018,Tottenham,Everton,1,0,4,0,Home,Home,leader_won
1718,13/01/2018,Watford,Southampton,0,2,2,2,Away,Level,ended_in_draw
1718,13/01/2018,West Brom,Brighton,1,0,2,0,Home,Home,leader_won
1718,14/01/2018,Bournemouth,Arsenal,0,0,2,1,Level,Home,
1718,14/01/2018,Liverpool,Man City,1,1,4,3,Level,Home,
1718,15/01/2018,Man United,Stoke,2,0,3,0,Home,Home,leader_won
1718,20/01/2018,Arsenal,Crystal Palace,4,0,4,1,Home,Home,leader_won
1718,20/01/2018,Brighton,Chelsea,0,2,0,4,Away,Away,leader_won
1718,20/01/2018,Burnley,Man United,0,0,0,1,Level,Away,
1718,20/01/2018,Everton,West Brom,0,1,1,1,Away,Level,ended_in_draw
1718,20/01/2018,Leicester,Watford,1,0,2,0,Home,Home,leader_won
1718,20/01/2018,Man City,Newcastle,1,0,3,1,Home,Home,leader_won
1718,20/01/2018,Stoke,Huddersfield,0,0,2,0,Level,Home,
1718,20/01/2018,West Ham,Bournemouth,0,0,1,1,Level,Level,
1718,21/01/2018,Southampton,Tottenham,1,1,1,1,Level,Level,
1718,22/01/2018,Swansea,Liverpool,1,0,1,0,Home,Home,leader_won
1718,30/01/2018,Huddersfield,Liverpool,0,2,0,3,Away,Away,leader_won
1718,30/01/2018,Swansea,Arsenal,1,1,3,1,Level,Home,
1718,30/01/2018,West Ham,Crystal Palace,1,1,1,1,Level,Level,
1718,31/01/2018,Chelsea,Bournemouth,0,0,0,3,Level,Away,
1718,31/01/2018,Everton,Leicester,2,0,2,1,Home,Home,leader_won
1718,31/01/2018,Man City,West Brom,1,0,3,0,Home,Home,leader_won
1718,31/01/2018,Newcastle,Burnley,0,0,1,1,Level,Level,
1718,31/01/2018,Southampton,Brighton,0,1,1,1,Away,Level,ended_in_draw
1718,31/01/2018,Stoke,Watford,0,0,0,0,Level,Level,
1718,31/01/2018,Tottenham,Man United,2,0,2,0,Home,Home,leader_won
1718,03/02/2018,Arsenal,Everton,4,0,5,1,Home,Home,leader_won
1718,03/02/2018,Bournemouth,Stoke,0,1,2,1,Away,Home,trailing_team_won
1718,03/02/2018,Brighton,West Ham,1,1,3,1,Level,Home,
1718,03/02/2018,Burnley,Man City,0,1,1,1,Away,Level,ended_in_draw
1718,03/02/2018,Leicester,Swansea,1,0,1,1,Home,Level,ended_in_draw
1718,03/02/2018,Man United,Huddersfield,0,0,2,0,Level,Home,
1718,03/02/2018,West Brom,Southampton,1,2,2,3,Away,Away,leader_won
1718,04/02/2018,Crystal Palace,Newcastle,0,1,1,1,Away,Level,ended_in_draw
1718,04/02/2018,Liverpool,Tottenham,1,0,2,2,Home,Level,ended_in_draw
1718,05/02/2018,Watford,Chelsea,1,0,4,1,Home,Home,leader_won
1718,10/02/2018,Everton,Crystal Palace,0,0,3,1,Level,Home,
1718,10/02/2018,Man City,Leicester,1,1,5,1,Level,Home,
1718,10/02/2018,Stoke,Brighton,0,1,1,1,Away,Level,ended_in_draw
1718,10/02/2018,Swansea,Burnley,0,0,1,0,Level,Home,
1718,10/02/2018,Tottenham,Arsenal,0,0,1,0,Level,Home,
1718,10/02/2018,West Ham,Watford,1,0,2,0,Home,Home,leader_won
1718,11/02/2018,Huddersfield,Bournemouth,2,1,4,1,Home,Home,leader_won
1718,11/02/2018,Newcastle,Man United,0,0,1,0,Level,Home,
1718,11/02/2018,Southampton,Liverpool,0,2,0,2,Away,Away,leader_won
1718,12/02/2018,Chelsea,West Brom,1,0,3,0,Home,Home,leader_won
1718,24/02/2018,Bournemouth,Newcastle,0,2,2,2,Away,Level,ended_in_draw
1718,24/02/2018,Brighton,Swansea,1,0,4,1,Home,Home,leader_won
1718,24/02/2018,Burnley,Southampton,0,0,1,1,Level,Level,
1718,24/02/2018,Leicester,Stoke,0,1,1,1,Away,Level,ended_in_draw
1718,24/02/2018,Liverpool,West Ham,1,0,4,1,Home,Home,leader_won
1718,24/02/2018,Watford,Everton,0,0,1,0,Level,Home,
1718,24/02/2018,West Brom,Huddersfield,0,0,1,2,Level,Away,
1718,25/02/2018,Crystal Palace,Tottenham,0,0,0,1,Level,Away,
1718,25/02/2018,Man United,Chelsea,1,1,2,1,Level,Home,
1718,01/03/2018,Arsenal,Man City,0,3,0,3,Away,Away,leader_won
1718,03/03/2018,Burnley,Everton,0,1,2,1,Away,Home,trailing_team_won
1718,03/03/2018,Leicester,Bournemouth,0,1,1,1,Away,Level,ended_in_draw
1718,03/03/2018,Liverpool,Newcastle,1,0,2,0,Home,Home,leader_won
1718,03/03/2018,Southampton,Stoke,0,0,0,0,Level,Level,
1718,03/03/2018,Swansea,West Ham,2,0,4,1,Home,Home,leader_won
1718,03/03/2018,Tottenham,Huddersfield,1,0,2,0,Home,Home,leader_won
1718,03/03/2018,Watford,West Brom,0,0,1,0,Level,Home,
1718,04/03/2018,Brighton,Arsenal,2,1,2,1,Home,Home,leader_won
1718,04/03/2018,Man City,Chelsea,0,0,1,0,Level,Home,
1718,05/03/2018,Crystal Palace,Man United,1,0,2,3,Home,Away,trailing_team_won
1718,10/03/2018,Chelsea,Crystal Palace,2,0,2,1,Home,Home,leader_won
1718,10/03/2018,Everton,Brighton,0,0,2,0,Level,Home,
1718,10/03/2018,Huddersfield,Swansea,0,0,0,0,Level,Level,
1718,10/03/2018,Man United,Liverpool,2,0,2,1,Home,Home,leader_won
1718,10/03/2018,Newcastle,Southampton,2,0,3,0,Home,Home,leader_won
1718,10/03/2018,West Brom,Leicester,1,1,1,4,Level,Away,
1718,10/03/2018,West Ham,Burnley,0,0,0,3,Level,Away,
1718,11/03/2018,Arsenal,Watford,1,0,3,0,Home,Home,leader_won
1718,11/03/2018,Bournemouth,Tottenham,1,1,1,4,Level,Away,
1718,12/03/2018,Stoke,Man City,0,1,0,2,Away,Away,leader_won
1718,17/03/2018,Bournemouth,West Brom,0,0,2,1,Level,Home,
1718,17/03/2018,Huddersfield,Crystal Palace,0,1,0,2,Away,Away,leader_won
1718,17/03/2018,Liverpool,Watford,2,0,5,0,Home,Home,leader_won
1718,17/03/2018,Stoke,Everton,0,0,1,2,Level,Away,
1718,31/03/2018,Brighton,Leicester,0,0,0,2,Level,Away,
1718,31/03/2018,Crystal Palace,Liverpool,1,0,1,2,Home,Away,trailing_team_won
1718,31/03/2018,Everton,Man City,0,3,1,3,Away,Away,leader_won
1718,31/03/2018,Man United,Swansea,2,0,2,0,Home,Home,leader_won
1718,31/03/2018,Newcastle,Huddersfield,0,0,1,0,Level,Home,
1718,31/03/2018,Watford,Bournemouth,1,1,2,2,Level,Level,
1718,31/03/2018,West Brom,Burnley,0,1,1,2,Away,Away,leader_won
1718,31/03/2018,West Ham,Southampton,3,0,3,0,Home,Home,leader_won
1718,01/04/2018,Arsenal,Stoke,0,0,3,0,Level,Home,
1718,01/04/2018,Chelsea,Tottenham,1,1,1,3,Level,Away,
1718,07/04/2018,Bournemouth,Crystal Palace,0,0,2,2,Level,Level,
1718,07/04/2018,Brighton,Huddersfield,1,1,1,1,Level,Level,
1718,07/04/2018,Everton,Liverpool,0,0,0,0,Level,Level,
1718,07/04/2018,Leicester,Newcastle,0,1,1,2,Away,Away,leader_won
1718,07/04/2018,Man City,Man United,2,0,2,3,Home,Away,trailing_team_won
1718,07/04/2018,Stoke,Tottenham,0,0,1,2,Level,Away,
1718,07/04/2018,Watford,Burnley,0,0,1,2,Level,Away,
1718,07/04/2018,West Brom,Swansea,0,0,1,1,Level,Level,
1718,08/04/2018,Arsenal,Southampton,2,1,3,2,Home,Home,leader_won
1718,08/04/2018,Chelsea,West Ham,1,0,1,1,Home,Level,ended_in_draw
1718,14/04/2018,Burnley,Leicester,2,0,2,1,Home,Home,leader_won
1718,14/04/2018,Crystal Palace,Brighton,3,2,3,2,Home,Home,leader_won
1718,14/04/2018,Huddersfield,Watford,0,0,1,0,Level,Home,
1718,14/04/2018,Liverpool,Bournemouth,1,0,3,0,Home,Home,leader_won
1718,14/04/2018,Southampton,Chelsea,1,0,2,3,Home,Away,trailing_team_won
1718,14/04/2018,Swansea,Everton,0,1,1,1,Away,Level,ended_in_draw
1718,14/04/2018,Tottenham,Man City,1,2,1,3,Away,Away,leader_won
1718,15/04/2018,Man United,West Brom,0,0,0,1,Level,Away,
1718,15/04/2018,Newcastle,Arsenal,1,1,2,1,Level,Home,
1718,16/04/2018,West Ham,Stoke,0,0,1,1,Level,Level,
1718,17/04/2018,Brighton,Tottenham,0,0,1,1,Level,Level,
1718,18/04/2018,Bournemouth,Man United,0,1,0,2,Away,Away,leader_won
1718,19/04/2018,Burnley,Chelsea,0,1,1,2,Away,Away,leader_won
1718,19/04/2018,Leicester,Southampton,0,0,0,0,Level,Level,
1718,21/04/2018,Watford,Crystal Palace,0,0,0,0,Level,Level,
1718,21/04/2018,West Brom,Liverpool,0,1,2,2,Away,Level,ended_in_draw
1718,22/04/2018,Arsenal,West Ham,0,0,4,1,Level,Home,
1718,22/04/2018,Man City,Swansea,2,0,5,0,Home,Home,leader_won
1718,22/04/2018,Stoke,Burnley,1,0,1,1,Home,Level,ended_in_draw
1718,23/04/2018,Everton,Newcastle,0,0,1,0,Level,Home,
1718,28/04/2018,Burnley,Brighton,0,0,0,0,Level,Level,
1718,28/04/2018,Crystal Palace,Leicester,2,0,5,0,Home,Home,leader_won
1718,28/04/2018,Huddersfield,Everton,0,1,0,2,Away,Away,leader_won
1718,28/04/2018,Liverpool,Stoke,0,0,0,0,Level,Level,
1718,28/04/2018,Newcastle,West Brom,0,1,0,1,Away,Away,leader_won
1718,28/04/2018,Southampton,Bournemouth,1,1,2,1,Level,Home,
1718,28/04/2018,Swansea,Chelsea,0,1,0,1,Away,Away,leader_won
1718,29/04/2018,Man United,Arsenal,1,0,2,1,Home,Home,leader_won
1718,29/04/2018,West Ham,Man City,1,2,1,4,Away,Away,leader_won
1718,30/04/2018,Tottenham,Watford,1,0,2,0,Home,Home,leader_won
1718,04/05/2018,Brighton,Man United,0,0,1,0,Level,Home,
1718,05/05/2018,Bournemouth,Swansea,1,0,1,0,Home,Home,leader_won
1718,05/05/2018,Everton,Southampton,0,0,1,1,Level,Level,
1718,05/05/2018,Leicester,West Ham,0,1,0,2,Away,Away,leader_won
1718,05/05/2018,Stoke,Crystal Palace,1,0,1,2,Home,Away,trailing_team_won
1718,05/05/2018,Watford,Newcastle,2,0,2,1,Home,Home,leader_won
1718,05/05/2018,West Brom,Tottenham,0,0,1,0,Level,Home,
1718,06/05/2018,Arsenal,Burnley,2,0,5,0,Home,Home,leader_won
1718,06/05/2018,Chelsea,Liverpool,1,0,1,0,Home,Home,leader_won
1718,06/05/2018,Man City,Huddersfield,0,0,0,0,Level,Level,
1718,08/05/2018,Swansea,Southampton,0,0,0,1,Level,Away,
1718,09/05/2018,Chelsea,Huddersfield,0,0,1,1,Level,Level,
1718,09/05/2018,Leicester,Arsenal,1,0,3,1,Home,Home,leader_won
1718,09/05/2018,Man City,Brighton,2,1,3,1,Home,Home,leader_won
1718,09/05/2018,Tottenham,Newcastle,0,0,1,0,Level,Home,
1718,10/05/2018,West Ham,Man United,0,0,0,0,Level,Level,
1718,13/05/2018,Burnley,Bournemouth,1,0,1,2,Home,Away,trailing_team_won
1718,13/05/2018,Crystal Palace,West Brom,0,0,2,0,Level,Home,
1718,13/05/2018,Huddersfield,Arsenal,0,1,0,1,Away,Away,leader_won
1718,13/05/2018,Liverpool,Brighton,2,0,4,0,Home,Home,leader_won
1718,13/05/2018,Man United,Watford,1,0,1,0,Home,Home,leader_won
1718,13/05/2018,Newcastle,Chelsea,1,0,3,0,Home,Home,leader_won
1718,13/05/2018,Southampton,Man City,0,0,0,1,Level,Away,
1718,13/05/2018,Swansea,Stoke,1,2,1,2,Away,Away,leader_won
1718,13/05/2018,Tottenham,Leicester,1,2,5,4,Away,Home,trailing_team_won
1718,13/05/2018,West Ham,Everton,1,0,3,1,Home,Home,leader_won
1819,10/08/2018,Man United,Leicester,1,0,2,1,Home,Home,leader_won
1819,11/08/2018,Bournemouth,Cardiff,1,0,2,0,Home,Home,leader_won
1819,11/08/2018,Fulham,Crystal Palace,0,1,0,2,Away,Away,leader_won
1819,11/08/2018,Huddersfield,Chelsea,0,2,0,3,Away,Away,leader_won
1819,11/08/2018,Newcastle,Tottenham,1,2,1,2,Away,Away,leader_won
1819,11/08/2018,Watford,Brighton,1,0,2,0,Home,Home,leader_won
1819,11/08/2018,Wolves,Everton,1,1,2,2,Level,Level,
1819,12/08/2018,Arsenal,Man City,0,1,0,2,Away,Away,leader_won
1819,12/08/2018,Liverpool,West Ham,2,0,4,0,Home,Home,leader_won
1819,12/08/2018,Southampton,Burnley,0,0,0,0,Level,Level,
1819,18/08/2018,Cardiff,Newcastle,0,0,0,0,Level,Level,
1819,18/08/2018,Chelsea,Arsenal,2,2,3,2,Level,Home,
1819,18/08/2018,Everton,Southampton,2,0,2,1,Home,Home,leader_won
1819,18/08/2018,Leicester,Wolves,2,0,2,0,Home,Home,leader_won
1819,18/08/2018,Tottenham,Fulham,1,0,3,1,Home,Home,leader_won
1819,18/08/2018,West Ham,Bournemouth,1,0,1,2,Home,Away,trailing_team_won
1819,19/08/2018,Brighton,Man United,3,1,3,2,Home,Home,leader_won
1819,19/08/2018,Burnley,Watford,1,1,1,3,Level,Away,
1819,19/08/2018,Man City,Huddersfield,3,1,6,1,Home,Home,leader_won
1819,20/08/2018,Crystal Palace,Liverpool,0,1,0,2,Away,Away,leader_won
1819,25/08/2018,Arsenal,West Ham,1,1,3,1,Level,Home,
1819,25/08/2018,Bournemouth,Everton,0,0,2,2,Level,Level,
1819,25/08/2018,Huddersfield,Cardiff,0,0,0,0,Level,Level,
1819,25/08/2018,Liverpool,Brighton,1,0,1,0,Home,Home,leader_won
1819,25/08/2018,Southampton,Leicester,0,0,1,2,Level,Away,
1819,25/08/2018,Wolves,Man City,0,0,1,1,Level,Level,
1819,26/08/2018,Fulham,Burnley,3,2,4,2,Home,Home,leader_won
1819,26/08/2018,Newcastle,Chelsea,0,0,1,2,Level,Away,
1819,26/08/2018,Watford,Crystal Palace,0,0,2,1,Level,Home,
1819,27/08/2018,Man United,Tottenham,0,0,0,3,Level,Away,
1819,01/09/2018,Brighton,Fulham,0,1,2,2,Away,Level,ended_in_draw
1819,01/09/2018,Chelsea,Bournemouth,0,0,2,0,Level,Home,
1819,01/09/2018,Crystal Palace,Southampton,0,0,0,2,Level,Away,
1819,01/09/2018,Everton,Huddersfield,1,1,1,1,Level,Level,
1819,01/09/2018,Leicester,Liverpool,0,2,1,2,Away,Away,leader_won
1819,01/09/2018,Man City,Newcastle,1,1,2,1,Level,Home,
1819,01/09/2018,West Ham,Wolves,0,0,0,1,Level,Away,
1819,02/09/2018,Burnley,Man United,0,2,0,2,Away,Away,leader_won
1819,02/09/2018,Cardiff,Arsenal,1,1,2,3,Level,Away,
1819,02/09/2018,Watford,Tottenham,0,0,2,1,Level,Home,
1819,15/09/2018,Bournemouth,Leicester,3,0,4,2,Home,Home,leader_won
1819,15/09/2018,Chelsea,Cardiff,2,1,4,1,Home,Home,leader_won
1819,15/09/2018,Huddersfield,Crystal Palace,0,1,0,1,Away,Away,leader_won
1819,15/09/2018,Man City,Fulham,2,0,3,0,Home,Home,leader_won
1819,15/09/2018,Newcastle,Arsenal,0,0,1,2,Level,Away,
1819,15/09/2018,Tottenham,Liverpool,0,1,1,2,Away,Away,leader_won
1819,15/09/2018,Watford,Man United,0,2,1,2,Away,Away,leader_won
1819,16/09/2018,Everton,West Ham,1,2,1,3,Away,Away,leader_won
1819,16/09/2018,Wolves,Burnley,0,0,1,0,Level,Home,
1819,17/09/2018,Southampton,Brighton,1,0,2,2,Home,Level,ended_in_draw
1819,22/09/2018,Brighton,Tottenham,0,1,1,2,Away,Away,leader_won
1819,22/09/2018,Burnley,Bournemouth,2,0,4,0,Home,Home,leader_won
1819,22/09/2018,Cardiff,Man City,0,3,0,5,Away,Away,leader_won
1819,22/09/2018,Crystal Palace,Newcastle,0,0,0,0,Level,Level,
1819,22/09/2018,Fulham,Watford,0,1,1,1,Away,Level,ended_in_draw
1819,22/09/2018,Leicester,Huddersfield,1,1,3,1,Level,Home,
1819,22/09/2018,Liverpool,Southampton,3,0,3,0,Home,Home,leader_won
1819,22/09/2018,Man United,Wolves,1,0,1,1,Home,Level,ended_in_draw
1819,23/09/2018,Arsenal,Everton,0,0,2,0,Level,Home,
1819,23/09/2018,West Ham,Chelsea,0,0,0,0,Level,Level,
1819,29/09/2018,Arsenal,Watford,0,0,2,0,Level,Home,
1819,29/09/2018,Chelsea,Liverpool,1,0,1,1,Home,Level,ended_in_draw
1819,29/09/2018,Everton,Fulham,0,0,3,0,Level,Home,
1819,29/09/2018,Huddersfield,Tottenham,0,2,0,2,Away,Away,leader_won
1819,29/09/2018,Man City,Brighton,1,0,2,0,Home,Home,leader_won
1819,29/09/2018,Newcastle,Leicester,0,1,0,2,Away,Away,leader_won
1819,29/09/2018,West Ham,Man United,2,0,3,1,Home,Home,leader_won
1819,29/09/2018,Wolves,Southampton,0,0,2,0,Level,Home,
1819,30/09/2018,Cardiff,Burnley,0,0,1,2,Level,Away,
1819,01/10/2018,Bournemouth,Crystal Palace,1,0,2,1,Home,Home,leader_won
1819,05/10/2018,Brighton,West Ham,1,0,1,0,Home,Home,leader_won
1819,06/10/2018,Burnley,Huddersfield,1,0,1,1,Home,Level,ended_in_draw
1819,06/10/2018,Crystal Palace,Wolves,0,0,0,1,Level,Away,
1819,06/10/2018,Leicester,Everton,1,1,1,2,Level,Away,
1819,06/10/2018,Man United,Newcastle,0,2,3,2,Away,Home,trailing_team_won
1819,06/10/2018,Tottenham,Cardiff,1,0,1,0,Home,Home,leader_won
1819,06/10/2018,Watford,Bournemouth,0,3,0,4,Away,Away,leader_won
1819,07/10/2018,Fulham,Arsenal,1,1,1,5,Level,Away,
1819,07/10/2018,Liverpool,Man City,0,0,0,0,Level,Level,
1819,07/10/2018,Southampton,Chelsea,0,1,0,3,Away,Away,leader_won
1819,20/10/2018,Bournemouth,Southampton,0,0,0,0,Level,Level,
1819,20/10/2018,Cardiff,Fulham,2,2,4,2,Level,Home,
1819,20/10/2018,Chelsea,Man United,1,0,2,2,Home,Level,ended_in_draw
1819,20/10/2018,Huddersfield,Liverpool,0,1,0,1,Away,Away,leader_won
1819,20/10/2018,Man City,Burnley,1,0,5,0,Home,Home,leader_won
1819,20/10/2018,Newcastle,Brighton,0,1,0,1,Away,Away,leader_won
1819,20/10/2018,West Ham,Tottenham,0,1,0,1,Away,Away,leader_won
1819,20/10/2018,Wolves,Watford,0,2,0,2,Away,Away,leader_won
1819,21/10/2018,Everton,Crystal Palace,0,0,2,0,Level,Home,
1819,22/10/2018,Arsenal,Leicester,1,1,3,1,Level,Home,
1819,27/10/2018,Brighton,Wolves,0,0,1,0,Level,Home,
1819,27/10/2018,Fulham,Bournemouth,0,1,0,3,Away,Away,leader_won
1819,27/10/2018,Leicester,West Ham,0,1,1,1,Away,Level,ended_in_draw
1819,27/10/2018,Liverpool,Cardiff,1,0,4,1,Home,Home,leader_won
1819,27/10/2018,Southampton,Newcastle,0,0,0,0,Level,Level,
1819,27/10/2018,Watford,Huddersfield,2,0,3,0,Home,Home,leader_won
1819,28/10/2018,Burnley,Chelsea,0,1,0,4,Away,Away,leader_won
1819,28/10/2018,Crystal Palace,Arsenal,1,0,2,2,Home,Level,ended_in_draw
1819,28/10/2018,Man United,Everton,1,0,2,1,Home,Home,leader_won
1819,29/10/2018,Tottenham,Man City,0,1,0,1,Away,Away,leader_won
1819,03/11/2018,Arsenal,Liverpool,0,0,1,1,Level,Level,
1819,03/11/2018,Bournemouth,Man United,1,1,1,2,Level,Away,
1819,03/11/2018,Cardiff,Leicester,0,0,0,1,Level,Away,
1819,03/11/2018,Everton,Brighton,1,1,3,1,Level,Home,
1819,03/11/2018,Newcastle,Watford,0,0,1,0,Level,Home,
1819,03/11/2018,West Ham,Burnley,1,1,4,2,Level,Home,
1819,03/11/2018,Wolves,Tottenham,0,2,2,3,Away,Away,leader_won
1819,04/11/2018,Chelsea,Crystal Palace,1,0,3,1,Home,Home,leader_won
1819,04/11/2018,Man City,Southampton,4,1,6,1,Home,Home,leader_won
1819,05/11/2018,Huddersfield,Fulham,1,0,1,0,Home,Home,leader_won
1819,10/11/2018,Cardiff,Brighton,1,1,2,1,Level,Home,
1819,10/11/2018,Crystal Palace,Tottenham,0,0,0,1,Level,Away,
1819,10/11/2018,Huddersfield,West Ham,1,0,1,1,Home,Level,ended_in_draw
1819,10/11/2018,Leicester,Burnley,0,0,0,0,Level,Level,
1819,10/11/2018,Newcastle,Bournemouth,2,1,2,1,Home,Home,leader_won
1819,10/11/2018,Southampton,Watford,1,0,1,1,Home,Level,ended_in_draw
1819,11/11/2018,Arsenal,Wolves,0,1,1,1,Away,Level,ended_in_draw
1819,11/11/2018,Chelsea,Everton,0,0,0,0,Level,Level,
1819,11/11/2018,Liverpool,Fulham,1,0,2,0,Home,Home,leader_won
1819,11/11/2018,Man City,Man United,1,0,3,1,Home,Home,leader_won
1819,24/11/2018,Brighton,Leicester,1,0,1,1,Home,Level,ended_in_draw
1819,24/11/2018,Everton,Cardiff,0,0,1,0,Level,Home,
1819,24/11/2018,Fulham,Southampton,2,1,3,2,Home,Home,leader_won
1819,24/11/2018,Man United,Crystal Palace,0,0,0,0,Level,Level,
1819,24/11/2018,Tottenham,Chelsea,2,0,3,1,Home,Home,leader_won
1819,24/11/2018,Watford,Liverpool,0,0,0,3,Level,Away,
1819,24/11/2018,West Ham,Man City,0,3,0,4,Away,Away,leader_won
1819,25/11/2018,Bournemouth,Arsenal,1,1,1,2,Level,Away,
1819,25/11/2018,Wolves,Huddersfield,0,1,0,2,Away,Away,leader_won
1819,26/11/2018,Burnley,Newcastle,1,2,1,2,Away,Away,leader_won
1819,30/11/2018,Cardiff,Wolves,0,1,2,1,Away,Home,trailing_team_won
1819,01/12/2018,Crystal Palace,Burnley,1,0,2,0,Home,Home,leader_won
1819,01/12/2018,Huddersfield,Brighton,1,1,1,2,Level,Away,
1819,01/12/2018,Leicester,Watford,2,0,2,0,Home,Home,leader_won
1819,01/12/2018,Man City,Bournemouth,1,1,3,1,Level,Home,
1819,01/12/2018,Newcastle,West Ham,0,1,0,3,Away,Away,leader_won
1819,01/12/2018,Southampton,Man United,2,2,2,2,Level,Level,
1819,02/12/2018,Arsenal,Tottenham,1,2,4,2,Away,Home,trailing_team_won
1819,02/12/2018,Chelsea,Fulham,1,0,2,0,Home,Home,leader_won
1819,02/12/2018,Liverpool,Everton,0,0,1,0,Level,Home,
1819,04/12/2018,Bournemouth,Huddersfield,2,1,2,1,Home,Home,leader_won
1819,04/12/2018,Brighton,Crystal Palace,3,0,3,1,Home,Home,leader_won
1819,04/12/2018,Watford,Man City,0,1,1,2,Away,Away,leader_won
1819,04/12/2018,West Ham,Cardiff,0,0,3,1,Level,Home,
1819,05/12/2018,Burnley,Liverpool,0,0,1,3,Level,Away,
1819,05/12/2018,Everton,Newcastle,1,1,1,1,Level,Level,
1819,05/12/2018,Fulham,Leicester,1,0,1,1,Home,Level,ended_in_draw
1819,05/12/2018,Man United,Arsenal,1,1,2,2,Level,Level,
1819,05/12/2018,Tottenham,Southampton,1,0,3,1,Home,Home,leader_won
1819,05/12/2018,Wolves,Chelsea,0,1,2,1,Away,Home,trailing_team_won
1819,08/12/2018,Arsenal,Huddersfield,0,0,1,0,Level,Home,
1819,08/12/2018,Bournemouth,Liverpool,0,1,0,4,Away,Away,leader_won
1819,08/12/2018,Burnley,Brighton,1,0,1,0,Home,Home,leader_won
1819,08/12/2018,Cardiff,Southampton,0,0,1,0,Level,Home,
1819,08/12/2018,Chelsea,Man City,1,0,2,0,Home,Home,leader_won
1819,08/12/2018,Leicester,Tottenham,0,1,0,2,Away,Away,leader_won
1819,08/12/2018,Man United,Fulham,3,0,4,1,Home,Home,leader_won
1819,08/12/2018,West Ham,Crystal Palace,0,1,3,2,Away,Home,trailing_team_won
1819,09/12/2018,Newcastle,Wolves,1,1,1,2,Level,Away,
1819,10/12/2018,Everton,Watford,1,0,2,2,Home,Level,ended_in_draw
1819,15/12/2018,Crystal Palace,Leicester,1,0,1,0,Home,Home,leader_won
1819,15/12/2018,Fulham,West Ham,0,2,0,2,Away,Away,leader_won
1819,15/12/2018,Huddersfield,Newcastle,0,0,0,1,Level,Away,
1819,15/12/2018,Man City,Everton,1,0,3,1,Home,Home,leader_won
1819,15/12/2018,Tottenham,Burnley,0,0,1,0,Level,Home,
1819,15/12/2018,Watford,Cardiff,1,0,3,2,Home,Home,leader_won
1819,15/12/2018,Wolves,Bournemouth,1,0,2,0,Home,Home,leader_won
1819,16/12/2018,Brighton,Chelsea,0,2,1,2,Away,Away,leader_won
1819,16/12/2018,Liverpool,Man United,1,1,3,1,Level,Home,
1819,16/12/2018,Southampton,Arsenal,2,1,3,2,Home,Home,leader_won
1819,21/12/2018,Wolves,Liverpool,0,1,0,2,Away,Away,leader_won
1819,22/12/2018,Arsenal,Burnley,1,0,3,1,Home,Home,leader_won
1819,22/12/2018,Bournemouth,Brighton,1,0,2,0,Home,Home,leader_won
1819,22/12/2018,Cardiff,Man United,1,3,1,5,Away,Away,leader_won
1819,22/12/2018,Chelsea,Leicester,0,0,0,1,Level,Away,
1819,22/12/2018,Huddersfield,Southampton,0,2,1,3,Away,Away,leader_won
1819,22/12/2018,Man City,Crystal Palace,1,2,2,3,Away,Away,leader_won
1819,22/12/2018,Newcastle,Fulham,0,0,0,0,Level,Level,
1819,22/12/2018,West Ham,Watford,0,1,0,2,Away,Away,leader_won
1819,23/12/2018,Everton,Tottenham,1,3,2,6,Away,Away,leader_won
1819,26/12/2018,Brighton,Arsenal,1,1,1,1,Level,Level,
1819,26/12/2018,Burnley,Everton,1,3,1,5,Away,Away,leader_won
1819,26/12/2018,Crystal Palace,Cardiff,0,0,0,0,Level,Level,
