season,Date,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,ht_leader,ft_result,outcome_vs_ht_leader
1819,26/12/2018,Fulham,Wolves,0,0,1,1,Level,Level,
1819,26/12/2018,Leicester,Man City,1,1,2,1,Level,Home,
1819,26/12/2018,Liverpool,Newcastle,1,0,4,0,Home,Home,leader_won
1819,26/12/2018,Man United,Huddersfield,1,0,3,1,Home,Home,leader_won
1819,26/12/2018,Tottenham,Bournemouth,3,0,5,0,Home,Home,leader_won
1819,26/12/2018,Watford,Chelsea,1,1,1,2,Level,Away,
1819,27/12/2018,Southampton,West Ham,0,0,1,2,Level,Away,
1819,29/12/2018,Brighton,Everton,0,0,1,0,Level,Home,
1819,29/12/2018,Fulham,Huddersfield,0,0,1,0,Level,Home,
1819,29/12/2018,Leicester,Cardiff,0,0,0,1,Level,Away,
1819,29/12/2018,Liverpool,Arsenal,4,1,5,1,Home,Home,leader_won
1819,29/12/2018,Tottenham,Wolves,1,0,1,3,Home,Away,trailing_team_won
1819,29/12/2018,Watford,Newcastle,0,1,1,1,Away,Level,ended_in_draw
1819,30/12/2018,Burnley,West Ham,2,0,2,0,Home,Home,leader_won
1819,30/12/2018,Crystal Palace,Chelsea,0,0,0,1,Level,Away,
1819,30/12/2018,Man United,Bournemouth,3,1,4,1,Home,Home,leader_won
1819,30/12/2018,Southampton,Man City,1,3,1,3,Away,Away,leader_won
1819,01/01/2019,Arsenal,Fulham,1,0,4,1,Home,Home,leader_won
1819,01/01/2019,Cardiff,Tottenham,0,3,0,3,Away,Away,leader_won
1819,01/01/2019,Everton,Leicester,0,0,0,1,Level,Away,
1819,02/01/2019,Bournemouth,Watford,3,3,3,3,Level,Level,
1819,02/01/2019,Chelsea,Southampton,0,0,0,0,Level,Level,
1819,02/01/2019,Huddersfield,Burnley,1,1,1,2,Level,Away,
1819,02/01/2019,Newcastle,Man United,0,0,0,2,Level,Away,
1819,02/01/2019,West Ham,Brighton,0,0,2,2,Level,Level,
1819,02/01/2019,Wolves,Crystal Palace,0,0,0,2,Level,Away,
1819,03/01/2019,Man City,Liverpool,1,0,2,1,Home,Home,leader_won
1819,12/01/2019,Brighton,Liverpool,0,0,0,1,Level,Away,
1819,12/01/2019,Burnley,Fulham,2,1,2,1,Home,Home,leader_won
1819,12/01/2019,Cardiff,Huddersfield,0,0,0,0,Level,Level,
1819,12/01/2019,Chelsea,Newcastle,1,1,2,1,Level,Home,
1819,12/01/2019,Crystal Palace,Watford,1,0,1,2,Home,Away,trailing_team_won
1819,12/01/2019,Leicester,Southampton,0,2,1,2,Away,Away,leader_won
1819,12/01/2019,West Ham,Arsenal,0,0,1,0,Level,Home,
1819,13/01/2019,Everton,Bournemouth,0,0,2,0,Level,Home,
1819,13/01/2019,Tottenham,Man United,0,1,0,1,Away,Away,leader_won
1819,14/01/2019,Man City,Wolves,2,0,3,0,Home,Home,leader_won
1819,19/01/2019,Arsenal,Chelsea,2,0,2,0,Home,Home,leader_won
1819,19/01/2019,Bournemouth,West Ham,0,0,2,0,Level,Home,
1819,19/01/2019,Liverpool,Crystal Palace,0,1,4,3,Away,Home,trailing_team_won
1819,19/01/2019,Man United,Brighton,2,0,2,1,Home,Home,leader_won
1819,19/01/2019,Newcastle,Cardiff,1,0,3,0,Home,Home,leader_won
1819,19/01/2019,Southampton,Everton,0,0,2,1,Level,Home,
1819,19/01/2019,Watford,Burnley,0,0,0,0,Level,Level,
1819,19/01/2019,Wolves,Leicester,2,0,4,3,Home,Home,leader_won
1819,20/01/2019,Fulham,Tottenham,1,0,1,2,Home,Away,trailing_team_won
1819,20/01/2019,Huddersfield,Man City,0,1,0,3,Away,Away,leader_won
1819,29/01/2019,Arsenal,Cardiff,0,0,2,1,Level,Home,
1819,29/01/2019,Fulham,Brighton,0,2,4,2,Away,Home,trailing_team_won
1819,29/01/2019,Huddersfield,Everton,0,1,0,1,Away,Away,leader_won
1819,29/01/2019,Man United,Burnley,0,0,2,2,Level,Level,
1819,29/01/2019,Newcastle,Man City,0,1,2,1,Away,Home,trailing_team_won
1819,29/01/2019,Wolves,West Ham,0,0,3,0,Level,Home,
1819,30/01/2019,Bournemouth,Chelsea,0,0,4,0,Level,Home,
1819,30/01/2019,Liverpool,Leicester,1,1,1,1,Level,Level,
1819,30/01/2019,Southampton,Crystal Palace,0,1,1,1,Away,Level,ended_in_draw
1819,30/01/2019,Tottenham,Watford,0,1,2,1,Away,Home,trailing_team_won
1819,02/02/2019,Brighton,Watford,0,0,0,0,Level,Level,
1819,02/02/2019,Burnley,Southampton,0,0,1,1,Level,Level,
1819,02/02/2019,Cardiff,Bournemouth,1,0,2,0,Home,Home,leader_won
1819,02/02/2019,Chelsea,Huddersfield,2,0,5,0,Home,Home,leader_won
1819,02/02/2019,Crystal Palace,Fulham,1,0,2,0,Home,Home,leader_won
1819,02/02/2019,Everton,Wolves,1,2,1,3,Away,Away,leader_won
1819,02/02/2019,Tottenham,Newcastle,0,0,1,0,Level,Home,
1819,03/02/2019,Leicester,Man United,0,1,0,1,Away,Away,leader_won
1819,03/02/2019,Man City,Arsenal,2,1,3,1,Home,Home,leader_won
1819,04/02/2019,West Ham,Liverpool,1,1,1,1,Level,Level,
1819,06/02/2019,Everton,Man City,0,1,0,2,Away,Away,leader_won
1819,09/02/2019,Brighton,Burnley,0,1,1,3,Away,Away,leader_won
1819,09/02/2019,Crystal Palace,West Ham,0,1,1,1,Away,Level,ended_in_draw
1819,09/02/2019,Fulham,Man United,0,2,0,3,Away,Away,leader_won
1819,09/02/2019,Huddersfield,Arsenal,0,2,1,2,Away,Away,leader_won
1819,09/02/2019,Liverpool,Bournemouth,2,0,3,0,Home,Home,leader_won
1819,09/02/2019,Southampton,Cardiff,0,0,1,2,Level,Away,
1819,09/02/2019,Watford,Everton,0,0,1,0,Level,Home,
1819,10/02/2019,Man City,Chelsea,4,0,6,0,Home,Home,leader_won
1819,10/02/2019,Tottenham,Leicester,1,0,3,1,Home,Home,leader_won
1819,11/02/2019,Wolves,Newcastle,0,0,1,1,Level,Level,
1819,22/02/2019,Cardiff,Watford,0,1,1,5,Away,Away,leader_won
1819,22/02/2019,West Ham,Fulham,2,1,3,1,Home,Home,leader_won
1819,23/02/2019,Bournemouth,Wolves,1,0,1,1,Home,Level,ended_in_draw
1819,23/02/2019,Burnley,Tottenham,0,0,2,1,Level,Home,
1819,23/02/2019,Leicester,Crystal Palace,0,1,1,4,Away,Away,leader_won
1819,23/02/2019,Newcastle,Huddersfield,0,0,2,0,Level,Home,
1819,24/02/2019,Arsenal,Southampton,2,0,2,0,Home,Home,leader_won
1819,24/02/2019,Man United,Liverpool,0,0,0,0,Level,Level,
1819,26/02/2019,Cardiff,Everton,0,1,0,3,Away,Away,leader_won
1819,26/02/2019,Huddersfield,Wolves,0,0,1,0,Level,Home,
1819,26/02/2019,Leicester,Brighton,1,0,2,1,Home,Home,leader_won
1819,26/02/2019,Newcastle,Burnley,2,0,2,0,Home,Home,leader_won
1819,27/02/2019,Arsenal,Bournemouth,2,1,5,1,Home,Home,leader_won
1819,27/02/2019,Chelsea,Tottenham,0,0,2,0,Level,Home,
1819,27/02/2019,Crystal Palace,Man United,0,1,1,3,Away,Away,leader_won
1819,27/02/2019,Liverpool,Watford,2,0,5,0,Home,Home,leader_won
1819,27/02/2019,Man City,West Ham,0,0,1,0,Level,Home,
1819,27/02/2019,Southampton,Fulham,2,0,2,0,Home,Home,leader_won
1819,02/03/2019,Bournemouth,Man City,0,0,0,1,Level,Away,
1819,02/03/2019,Brighton,Huddersfield,0,0,1,0,Level,Home,
1819,02/03/2019,Burnley,Crystal Palace,0,1,1,3,Away,Away,leader_won
1819,02/03/2019,Man United,Southampton,0,1,3,2,Away,Home,trailing_team_won
1819,02/03/2019,Tottenham,Arsenal,0,1,1,1,Away,Level,ended_in_draw
1819,02/03/2019,West Ham,Newcastle,2,0,2,0,Home,Home,leader_won
1819,02/03/2019,Wolves,Cardiff,2,0,2,0,Home,Home,leader_won
1819,03/03/2019,Everton,Liverpool,0,0,0,0,Level,Level,
1819,03/03/2019,Fulham,Chelsea,1,2,1,2,Away,Away,leader_won
1819,03/03/2019,Watford,Leicester,1,0,2,1,Home,Home,leader_won
1819,09/03/2019,Cardiff,West Ham,1,0,2,0,Home,Home,leader_won
1819,09/03/2019,Crystal Palace,Brighton,0,1,1,2,Away,Away,leader_won
1819,09/03/2019,Huddersfield,Bournemouth,0,1,0,2,Away,Away,leader_won
1819,09/03/2019,Leicester,Fulham,1,0,3,1,Home,Home,leader_won
1819,09/03/2019,Man City,Watford,0,0,3,1,Level,Home,
1819,09/03/2019,Newcastle,Everton,0,2,3,2,Away,Home,trailing_team_won
1819,09/03/2019,Southampton,Tottenham,0,1,2,1,Away,Home,trailing_team_won
1819,10/03/2019,Arsenal,Man United,1,0,2,0,Home,Home,leader_won
1819,10/03/2019,Chelsea,Wolves,0,0,1,1,Level,Level,
1819,10/03/2019,Liverpool,Burnley,2,1,4,2,Home,Home,leader_won
1819,16/03/2019,Bournemouth,Newcastle,0,1,2,2,Away,Level,ended_in_draw
1819,16/03/2019,Burnley,Leicester,1,1,1,2,Level,Away,
1819,16/03/2019,West Ham,Huddersfield,1,2,4,3,Away,Home,trailing_team_won
1819,17/03/2019,Everton,Chelsea,0,0,2,0,Level,Home,
1819,17/03/2019,Fulham,Liverpool,0,1,1,2,Away,Away,leader_won
1819,30/03/2019,Brighton,Southampton,0,0,0,1,Level,Away,
1819,30/03/2019,Burnley,Wolves,1,0,2,0,Home,Home,leader_won
1819,30/03/2019,Crystal Palace,Huddersfield,0,0,2,0,Level,Home,
1819,30/03/2019,Fulham,Man City,0,2,0,2,Away,Away,leader_won
1819,30/03/2019,Leicester,Bournemouth,1,0,2,0,Home,Home,leader_won
1819,30/03/2019,Man United,Watford,1,0,2,1,Home,Home,leader_won
1819,30/03/2019,West Ham,Everton,0,2,0,2,Away,Away,leader_won
1819,31/03/2019,Cardiff,Chelsea,0,0,1,2,Level,Away,
1819,31/03/2019,Liverpool,Tottenham,1,0,2,1,Home,Home,leader_won
1819,01/04/2019,Arsenal,Newcastle,1,0,2,0,Home,Home,leader_won
1819,02/04/2019,Watford,Fulham,1,1,4,1,Level,Home,
1819,02/04/2019,Wolves,Man United,1,1,2,1,Level,Home,
1819,03/04/2019,Chelsea,Brighton,1,0,3,0,Home,Home,leader_won
1819,03/04/2019,Man City,Cardiff,2,0,2,0,Home,Home,leader_won
1819,03/04/2019,Tottenham,Crystal Palace,0,0,2,0,Level,Home,
1819,05/04/2019,Southampton,Liverpool,1,1,1,3,Level,Away,
1819,06/04/2019,Bournemouth,Burnley,1,2,1,3,Away,Away,leader_won
1819,06/04/2019,Huddersfield,Leicester,0,1,1,4,Away,Away,leader_won
1819,06/04/2019,Newcastle,Crystal Palace,0,0,0,1,Level,Away,
1819,07/04/2019,Everton,Arsenal,1,0,1,0,Home,Home,leader_won
1819,08/04/2019,Chelsea,West Ham,1,0,2,0,Home,Home,leader_won
1819,12/04/2019,Leicester,Newcastle,0,1,0,1,Away,Away,leader_won
1819,13/04/2019,Brighton,Bournemouth,0,1,0,5,Away,Away,leader_won
1819,13/04/2019,Burnley,Cardiff,1,0,2,0,Home,Home,leader_won
1819,13/04/2019,Fulham,Everton,0,0,2,0,Level,Home,
1819,13/04/2019,Man United,West Ham,1,0,2,1,Home,Home,leader_won
1819,13/04/2019,Southampton,Wolves,2,1,3,1,Home,Home,leader_won
1819,13/04/2019,Tottenham,Huddersfield,2,0,4,0,Home,Home,leader_won
1819,14/04/2019,Crystal Palace,Man City,0,1,1,3,Away,Away,leader_won
1819,14/04/2019,Liverpool,Chelsea,0,0,2,0,Level,Home,
1819,15/04/2019,Watford,Arsenal,0,1,0,1,Away,Away,leader_won
1819,16/04/2019,Brighton,Cardiff,0,1,0,2,Away,Away,leader_won
1819,20/04/2019,Bournemouth,Fulham,0,0,0,1,Level,Away,
1819,20/04/2019,Huddersfield,Watford,0,1,1,2,Away,Away,leader_won
1819,20/04/2019,Man City,Tottenham,1,0,1,0,Home,Home,leader_won
1819,20/04/2019,Newcastle,Southampton,2,0,3,1,Home,Home,leader_won
1819,20/04/2019,West Ham,Leicester,1,0,2,2,Home,Level,ended_in_draw
1819,20/04/2019,Wolves,Brighton,0,0,0,0,Level,Level,
1819,21/04/2019,Arsenal,Crystal Palace,0,1,2,3,Away,Away,leader_won
1819,21/04/2019,Cardiff,Liverpool,0,0,0,2,Level,Away,
1819,21/04/2019,Everton,Man United,2,0,4,0,Home,Home,leader_won
1819,22/04/2019,Chelsea,Burnley,2,2,2,2,Level,Level,
1819,23/04/2019,Tottenham,Brighton,0,0,1,0,Level,Home,
1819,23/04/2019,Watford,Southampton,0,1,1,1,Away,Level,ended_in_draw
1819,24/04/2019,Man United,Man City,0,0,0,2,Level,Away,
1819,24/04/2019,Wolves,Arsenal,3,0,3,1,Home,Home,leader_won
1819,26/04/2019,Liverpool,Huddersfield,3,0,5,0,Home,Home,leader_won
1819,27/04/2019,Brighton,Newcastle,0,1,1,1,Away,Level,ended_in_draw
1819,27/04/2019,Crystal Palace,Everton,0,0,0,0,Level,Level,
1819,27/04/2019,Fulham,Cardiff,0,0,1,0,Level,Home,
1819,27/04/2019,Southampton,Bournemouth,1,2,3,3,Away,Level,ended_in_draw
1819,27/04/2019,Tottenham,West Ham,0,0,0,1,Level,Away,
1819,27/04/2019,Watford,Wolves,0,1,1,2,Away,Away,leader_won
1819,28/04/2019,Burnley,Man City,0,0,0,1,Level,Away,
1819,28/04/2019,Leicester,Arsenal,0,0,3,0,Level,Home,
1819,28/04/2019,Man United,Chelsea,1,1,1,1,Level,Level,
1819,03/05/2019,Everton,Burnley,2,0,2,0,Home,Home,leader_won
1819,04/05/2019,Bournemouth,Tottenham,0,0,1,0,Level,Home,
1819,04/05/2019,Cardiff,Crystal Palace,1,2,2,3,Away,Away,leader_won
1819,04/05/2019,Newcastle,Liverpool,1,2,2,3,Away,Away,leader_won
1819,04/05/2019,West Ham,Southampton,1,0,3,0,Home,Home,leader_won
1819,04/05/2019,Wolves,Fulham,0,0,1,0,Level,Home,
1819,05/05/2019,Arsenal,Brighton,1,0,1,1,Home,Level,ended_in_draw
1819,05/05/2019,Chelsea,Watford,0,0,3,0,Level,Home,
1819,05/05/2019,Huddersfield,Man United,0,1,1,1,Away,Level,ended_in_draw
1819,06/05/2019,Man City,Leicester,0,0,1,0,Level,Home,
1819,12/05/2019,Brighton,Man City,1,2,1,4,Away,Away,leader_won
1819,12/05/2019,Burnley,Arsenal,0,0,1,3,Level,Away,
1819,12/05/2019,Crystal Palace,Bournemouth,3,1,5,3,Home,Home,leader_won
1819,12/05/2019,Fulham,Newcastle,0,2,0,4,Away,Away,leader_won
1819,12/05/2019,Leicester,Chelsea,0,0,0,0,Level,Level,
1819,12/05/2019,Liverpool,Wolves,1,0,2,0,Home,Home,leader_won
1819,12/05/2019,Man United,Cardiff,0,1,0,2,Away,Away,leader_won
1819,12/05/2019,Southampton,Huddersfield,1,0,1,1,Home,Level,ended_in_draw
1819,12/05/2019,Tottenham,Everton,1,0,2,2,Home,Level,ended_in_draw
1819,12/05/2019,Watford,West Ham,0,2,1,4,Away,Away,leader_won
1920,09/08/2019,Liverpool,Norwich,4,0,4,1,Home,Home,leader_won
1920,10/08/2019,West Ham,Man City,0,1,0,5,Away,Away,leader_won
1920,10/08/2019,Bournemouth,Sheffield United,0,0,1,1,Level,Level,
1920,10/08/2019,Burnley,Southampton,0,0,3,0,Level,Home,
1920,10/08/2019,Crystal Palace,Everton,0,0,0,0,Level,Level,
1920,10/08/2019,Watford,Brighton,0,1,0,3,Away,Away,leader_won
1920,10/08/2019,Tottenham,Aston Villa,0,1,3,1,Away,Home,trailing_team_won
1920,11/08/2019,Leicester,Wolves,0,0,0,0,Level,Level,
1920,11/08/2019,Newcastle,Arsenal,0,0,0,1,Level,Away,
1920,11/08/2019,Man United,Chelsea,1,0,4,0,Home,Home,leader_won
1920,17/08/2019,Arsenal,Burnley,1,1,2,1,Level,Home,
1920,17/08/2019,Aston Villa,Bournemouth,0,2,1,2,Away,Away,leader_won
1920,17/08/2019,Brighton,West Ham,0,0,1,1,Level,Level,
1920,17/08/2019,Everton,Watford,1,0,1,0,Home,Home,leader_won
1920,17/08/2019,Norwich,Newcastle,1,0,3,1,Home,Home,leader_won
1920,17/08/2019,Southampton,Liverpool,0,1,1,2,Away,Away,leader_won
1920,17/08/2019,Man City,Tottenham,2,1,2,2,Home,Level,ended_in_draw
1920,18/08/2019,Sheffield United,Crystal Palace,0,0,1,0,Level,Home,
1920,18/08/2019,Chelsea,Leicester,1,0,1,1,Home,Level,ended_in_draw
1920,19/08/2019,Wolves,Man United,0,1,1,1,Away,Level,ended_in_draw
1920,23/08/2019,Aston Villa,Everton,1,0,2,0,Home,Home,leader_won
1920,24/08/2019,Norwich,Chelsea,2,2,2,3,Level,Away,
1920,24/08/2019,Brighton,Southampton,0,0,0,2,Level,Away,
1920,24/08/2019,Man United,Crystal Palace,0,1,1,2,Away,Away,leader_won
1920,24/08/2019,Sheffield United,Leicester,0,1,1,2,Away,Away,leader_won
1920,24/08/2019,Watford,West Ham,1,1,1,3,Level,Away,
1920,24/08/2019,Liverpool,Arsenal,1,0,3,1,Home,Home,leader_won
1920,25/08/2019,Bournemouth,Man City,1,2,1,3,Away,Away,leader_won
1920,25/08/2019,Tottenham,Newcastle,0,1,0,1,Away,Away,leader_won
1920,25/08/2019,Wolves,Burnley,0,1,1,1,Away,Level,ended_in_draw
1920,31/08/2019,Southampton,Man United,0,1,1,1,Away,Level,ended_in_draw
1920,31/08/2019,Chelsea,Sheffield United,2,0,2,2,Home,Level,ended_in_draw
1920,31/08/2019,Crystal Palace,Aston Villa,0,0,1,0,Level,Home,
1920,31/08/2019,Leicester,Bournemouth,2,1,3,1,Home,Home,leader_won
1920,31/08/2019,Man City,Brighton,2,0,4,0,Home,Home,leader_won
1920,31/08/2019,Newcastle,Watford,1,1,1,1,Level,Level,
1920,31/08/2019,West Ham,Norwich,1,0,2,0,Home,Home,leader_won
1920,31/08/2019,Burnley,Liverpool,0,2,0,3,Away,Away,leader_won
1920,01/09/2019,Everton,Wolves,2,1,3,2,Home,Home,leader_won
1920,01/09/2019,Arsenal,Tottenham,1,2,2,2,Away,Level,ended_in_draw
1920,14/09/2019,Liverpool,Newcastle,2,1,3,1,Home,Home,leader_won
1920,14/09/2019,Brighton,Burnley,0,0,1,1,Level,Level,
1920,14/09/2019,Man United,Leicester,1,0,1,0,Home,Home,leader_won
1920,14/09/2019,Sheffield United,Southampton,0,0,0,1,Level,Away,
1920,14/09/2019,Tottenham,Crystal Palace,4,0,4,0,Home,Home,leader_won
1920,14/09/2019,Wolves,Chelsea,0,3,2,5,Away,Away,leader_won
1920,14/09/2019,Norwich,Man City,2,1,3,2,Home,Home,leader_won
1920,15/09/2019,Bournemouth,Everton,1,1,3,1,Level,Home,
1920,15/09/2019,Watford,Arsenal,0,2,2,2,Away,Level,ended_in_draw
1920,16/09/2019,Aston Villa,West Ham,0,0,0,0,Level,Level,
1920,20/09/2019,Southampton,Bournemouth,0,2,1,3,Away,Away,leader_won
1920,21/09/2019,Leicester,Tottenham,0,1,2,1,Away,Home,trailing_team_won
1920,21/09/2019,Burnley,Norwich,2,0,2,0,Home,Home,leader_won
1920,21/09/2019,Everton,Sheffield United,0,1,0,2,Away,Away,leader_won
1920,21/09/2019,Man City,Watford,5,0,8,0,Home,Home,leader_won
1920,21/09/2019,Newcastle,Brighton,0,0,0,0,Level,Level,
1920,22/09/2019,Crystal Palace,Wolves,0,0,1,1,Level,Level,
1920,22/09/2019,West Ham,Man United,1,0,2,0,Home,Home,leader_won
1920,22/09/2019,Arsenal,Aston Villa,0,1,3,2,Away,Home,trailing_team_won
1920,22/09/2019,Chelsea,Liverpool,0,2,1,2,Away,Away,leader_won
1920,28/09/2019,Sheffield United,Liverpool,0,0,0,1,Level,Away,
1920,28/09/2019,Aston Villa,Burnley,1,0,2,2,Home,Level,ended_in_draw
1920,28/09/2019,Bournemouth,West Ham,1,1,2,2,Level,Level,
1920,28/09/2019,Chelsea,Brighton,0,0,2,0,Level,Home,
1920,28/09/2019,Crystal Palace,Norwich,1,0,2,0,Home,Home,leader_won
1920,28/09/2019,Tottenham,Southampton,2,1,2,1,Home,Home,leader_won
1920,28/09/2019,Wolves,Watford,1,0,2,0,Home,Home,leader_won
1920,28/09/2019,Everton,Man City,1,1,1,3,Level,Away,
1920,29/09/2019,Leicester,Newcastle,1,0,5,0,Home,Home,leader_won
1920,30/09/2019,Man United,Arsenal,1,0,1,1,Home,Level,ended_in_draw
1920,05/10/2019,Brighton,Tottenham,2,0,3,0,Home,Home,leader_won
1920,05/10/2019,Burnley,Everton,0,0,1,0,Level,Home,
1920,05/10/2019,Liverpool,Leicester,1,0,2,1,Home,Home,leader_won
1920,05/10/2019,Norwich,Aston Villa,0,2,1,5,Away,Away,leader_won
1920,05/10/2019,Watford,Sheffield United,0,0,0,0,Level,Level,
1920,05/10/2019,West Ham,Crystal Palace,0,0,1,2,Level,Away,
1920,06/10/2019,Arsenal,Bournemouth,1,0,1,0,Home,Home,leader_won
1920,06/10/2019,Man City,Wolves,0,0,0,2,Level,Away,
1920,06/10/2019,Southampton,Chelsea,1,3,1,4,Away,Away,leader_won
1920,06/10/2019,Newcastle,Man United,0,0,1,0,Level,Home,
1920,19/10/2019,Everton,West Ham,1,0,2,0,Home,Home,leader_won
1920,19/10/2019,Aston Villa,Brighton,1,1,2,1,Level,Home,
1920,19/10/2019,Bournemouth,Norwich,0,0,0,0,Level,Level,
1920,19/10/2019,Chelsea,Newcastle,0,0,1,0,Level,Home,
1920,19/10/2019,Leicester,Burnley,1,1,2,1,Level,Home,
1920,19/10/2019,Tottenham,Watford,0,1,1,1,Away,Level,ended_in_draw
1920,19/10/2019,Wolves,Southampton,0,0,1,1,Level,Level,
1920,19/10/2019,Crystal Palace,Man City,0,2,0,2,Away,Away,leader_won
1920,20/10/2019,Man United,Liverpool,1,0,1,1,Home,Level,ended_in_draw
1920,21/10/2019,Sheffield United,Arsenal,1,0,1,0,Home,Home,leader_won
1920,25/10/2019,Southampton,Leicester,0,5,0,9,Away,Away,leader_won
1920,26/10/2019,Man City,Aston Villa,0,0,3,0,Level,Home,
1920,26/10/2019,Brighton,Everton,1,1,3,2,Level,Home,
1920,26/10/2019,Watford,Bournemouth,0,0,0,0,Level,Level,
1920,26/10/2019,West Ham,Sheffield United,1,0,1,1,Home,Level,ended_in_draw
1920,26/10/2019,Burnley,Chelsea,0,2,2,4,Away,Away,leader_won
1920,27/10/2019,Newcastle,Wolves,1,0,1,1,Home,Level,ended_in_draw
1920,27/10/2019,Arsenal,Crystal Palace,2,1,2,2,Home,Level,ended_in_draw
1920,27/10/2019,Liverpool,Tottenham,0,1,2,1,Away,Home,trailing_team_won
1920,27/10/2019,Norwich,Man United,0,2,1,3,Away,Away,leader_won
1920,02/11/2019,Bournemouth,Man United,1,0,1,0,Home,Home,leader_won
1920,02/11/2019,Arsenal,Wolves,1,0,1,1,Home,Level,ended_in_draw
1920,02/11/2019,Aston Villa,Liverpool,1,0,1,2,Home,Away,trailing_team_won
1920,02/11/2019,Brighton,Norwich,0,0,2,0,Level,Home,
1920,02/11/2019,Man City,Southampton,0,1,2,1,Away,Home,trailing_team_won
1920,02/11/2019,Sheffield United,Burnley,3,0,3,0,Home,Home,leader_won
1920,02/11/2019,West Ham,Newcastle,0,2,2,3,Away,Away,leader_won
1920,02/11/2019,Watford,Chelsea,0,1,1,2,Away,Away,leader_won
1920,03/11/2019,Crystal Palace,Leicester,0,0,0,2,Level,Away,
1920,03/11/2019,Everton,Tottenham,0,0,1,1,Level,Level,
1920,08/11/2019,Norwich,Watford,0,1,0,2,Away,Away,leader_won
1920,09/11/2019,Chelsea,Crystal Palace,0,0,2,0,Level,Home,
1920,09/11/2019,Burnley,West Ham,2,0,3,0,Home,Home,leader_won
1920,09/11/2019,Newcastle,Bournemouth,1,1,2,1,Level,Home,
1920,09/11/2019,Southampton,Everton,0,1,1,2,Away,Away,leader_won
1920,09/11/2019,Tottenham,Sheffield United,0,0,1,1,Level,Level,
1920,09/11/2019,Leicester,Arsenal,0,0,2,0,Level,Home,
1920,10/11/2019,Man United,Brighton,2,0,3,1,Home,Home,leader_won
1920,10/11/2019,Wolves,Aston Villa,1,0,2,1,Home,Home,leader_won
1920,10/11/2019,Liverpool,Man City,2,0,3,1,Home,Home,leader_won
1920,23/11/2019,West Ham,Tottenham,0,2,2,3,Away,Away,leader_won
1920,23/11/2019,Arsenal,Southampton,1,1,2,2,Level,Level,
1920,23/11/2019,Bournemouth,Wolves,0,2,1,2,Away,Away,leader_won
1920,23/11/2019,Brighton,Leicester,0,0,0,2,Level,Away,
1920,23/11/2019,Crystal Palace,Liverpool,0,0,1,2,Level,Away,
1920,23/11/2019,Everton,Norwich,0,0,0,2,Level,Away,
1920,23/11/2019,Watford,Burnley,0,0,0,3,Level,Away,
1920,23/11/2019,Man City,Chelsea,2,1,2,1,Home,Home,leader_won
1920,24/11/2019,Sheffield United,Man United,1,0,3,3,Home,Level,ended_in_draw
1920,25/11/2019,Aston Villa,Newcastle,2,0,2,0,Home,Home,leader_won
1920,30/11/2019,Newcastle,Man City,1,1,2,2,Level,Level,
1920,30/11/2019,Burnley,Crystal Palace,0,1,0,2,Away,Away,leader_won
1920,30/11/2019,Chelsea,West Ham,0,0,0,1,Level,Away,
1920,30/11/2019,Liverpool,Brighton,2,0,2,1,Home,Home,leader_won
1920,30/11/2019,Tottenham,Bournemouth,1,0,3,2,Home,Home,leader_won
1920,30/11/2019,Southampton,Watford,0,1,2,1,Away,Home,trailing_team_won
1920,01/12/2019,Norwich,Arsenal,2,1,2,2,Home,Level,ended_in_draw
1920,01/12/2019,Wolves,Sheffield United,0,1,1,1,Away,Level,ended_in_draw
1920,01/12/2019,Leicester,Everton,0,1,2,1,Away,Home,trailing_team_won
1920,01/12/2019,Man United,Aston Villa,1,1,2,2,Level,Level,
1920,03/12/2019,Crystal Palace,Bournemouth,0,0,1,0,Level,Home,
1920,03/12/2019,Burnley,Man City,0,1,1,4,Away,Away,leader_won
1920,04/12/2019,Chelsea,Aston Villa,1,1,2,1,Level,Home,
1920,04/12/2019,Leicester,Watford,0,0,2,0,Level,Home,
1920,04/12/2019,Man United,Tottenham,1,1,2,1,Level,Home,
1920,04/12/2019,Southampton,Norwich,2,0,2,1,Home,Home,leader_won
1920,04/12/2019,Wolves,West Ham,1,0,2,0,Home,Home,leader_won
1920,04/12/2019,Liverpool,Everton,4,2,5,2,Home,Home,leader_won
1920,05/12/2019,Sheffield United,Newcastle,0,1,0,2,Away,Away,leader_won
1920,05/12/2019,Arsenal,Brighton,0,1,1,2,Away,Away,leader_won
1920,07/12/2019,Everton,Chelsea,1,0,3,1,Home,Home,leader_won
1920,07/12/2019,Bournemouth,Liverpool,0,2,0,3,Away,Away,leader_won
1920,07/12/2019,Tottenham,Burnley,3,0,5,0,Home,Home,leader_won
1920,07/12/2019,Watford,Crystal Palace,0,0,0,0,Level,Level,
1920,07/12/2019,Man City,Man United,0,2,1,2,Away,Away,leader_won
1920,08/12/2019,Aston Villa,Leicester,1,2,1,4,Away,Away,leader_won
1920,08/12/2019,Newcastle,Southampton,0,0,2,1,Level,Home,
1920,08/12/2019,Norwich,Sheffield United,1,0,1,2,Home,Away,trailing_team_won
1920,08/12/2019,Brighton,Wolves,2,2,2,2,Level,Level,
1920,09/12/2019,West Ham,Arsenal,1,0,1,3,Home,Away,trailing_team_won
1920,14/12/2019,Liverpool,Watford,1,0,2,0,Home,Home,leader_won
